cid,year,country,fps,gdpgrowthannual,gdppercapitacurrentus,strdum,tradeofgdp,inflation,healthexpenditurepercapitacurren,lifeexpect
41,13,Costa Rica,668,5.886378,4612.575,1,102.4744,13.79798,356.6872,78.53746
41,14,Costa Rica,699,8.779637,5124.635,1,104.4064,11.47053,409.0027,78.66732
41,15,Costa Rica,460,7.795471,5891.106,1,102.4455,9.357331,524.2516,78.79417
41,16,Costa Rica,467,2.608752,6564.016,1,101.4345,13.42336,618.1505,78.91802
41,17,Costa Rica,606,-1.5,6385.642,1,85.39158,7.843826,668.4926,79.03988
41,18,Costa Rica,701,3.5,7449.501,1
42,1,Côte d'Ivoire,42,-0.1924851,787.7877,0,55.34852,2.164715,,57.37997
42,2,Côte d'Ivoire,41,0.8112067,573.2847,0,69.83665,26.08157,,57.22025
42,3,Côte d'Ivoire,47,7.125745,734.278,0,76.20235,14.29507,37.15395,57.00529
42,4,Côte d'Ivoire,48,7.729327,785.2983,0,73.51928,2.480807,43.63515,56.73868
42,5,Côte d'Ivoire,42,5.719059,735.6995,0,74.51004,4.020833,45.31945,56.43951
42,6,Côte d'Ivoire,45,4.752475,779.4103,0,72.46158,4.690567,51.26819,56.13424
42,7,Côte d'Ivoire,48,1.586448,745.1363,0,72.53525,0.7881849,41.3778,55.84983
42,8,Côte d'Ivoire,515,-3.700205,602.7844,1,73.75113,2.45995,30.48363,55.62171
42,9,Côte d'Ivoire,550,-0.0212305,596.1805,1,75.30692,4.283068,23.58316,55.48578
42,10,Côte d'Ivoire,596,-1.430808,635.5052,1,83.42796,3.105237,21.98016,55.45739
42,11,Côte d'Ivoire,510,-1.555365,744.444,1,80.74793,3.349414,28.1165,55.5449
42,12,Côte d'Ivoire,522,1.793855,821.7388,1,87.91056,1.440384,34.69413,55.74973
42,13,Côte d'Ivoire,611,1.255968,850.2757,1,94.63931,3.891665,36.54055,56.06576
42,14,Côte d'Ivoire,626,0.6839707,882.7806,1,95.00736,2.46773,41.22825,56.47495
42,15,Côte d'Ivoire,919,1.714672,983.7448,1,89.75671,1.889589,52.84678,56.94434
42,16,Côte d'Ivoire,688,2.33,1137.082,1,85.315,6.309091,60.79547,57.44244
42,17,Côte d'Ivoire,785,3.75,1093.324,1,75.47412,1.026167,55.25489,57.95178
42,18,Côte d'Ivoire,934,3.01,1056.073,1
43,1,Croatia,8,-8.025582,2349.698,0,105.965,1500
43,2,Croatia,8,5.870475,3135.137,0,91.75941,107.3276
43,3,Croatia,30,6.751858,4721.698,0,74.66605,3.950104,329.6888,72.08439
43,4,Croatia,40,5.92029,5193.904,0,78.40889,4.3,365.9128,72.36536
43,5,Croatia,51,6.543643,5140.349,0,84.43478,4.170661,304.2248,72.49512
43,6,Croatia,56,1.976766,5577.96,0,77.47832,6.396687,370.0248,72.31707
43,7,Croatia,66,-1.042873,5060.21,0,79.32214,4.014374,376.417,72.64195
43,8,Croatia,713,3.750388,4856.005,1,86.64277,4.629355,375.3965,72.80781
43,9,Croatia,655,3.655998,5191.902,1,90.78224,3.764151,374.5815,74.51292
43,10,Croatia,668,4.878266,5974.076,1,90.22981,1.672879,374.5524,74.71732
43,11,Croatia,629,5.371068,7689.957,1,93.00787,1.770545,495.2342,74.6139
43,12,Croatia,673,4.128437,9237.116,1,92.2522,2.029699,613.2037,75.52024
43,13,Croatia,677,4.279806,10090.37,1,91.00204,3.341371,704.1183,75.24464
43,14,Croatia,701,4.93524,11228.62,1,92.43992,3.208333,789.4997,75.83683
43,15,Croatia,948,5.059929,13372.29,1,91.9026,2.874445,1008.556,75.70561
43,16,Croatia,1129,2.169309,15767.08,1,92.1903,6.067028,1229.754,75.91219
43,17,Croatia,1142,-5.991053,14313.16,1,75.50066,2.375314,1120.371,76.14268
43,18,Croatia,1042,-1.191274,13736.3,1
44,1,Cuba,0,-14.87818,2070.056,0,28.91583,,,74.96941
44,2,Cuba,0,0.71693,2619.505,0,27.7759,,,75.17544
44,3,Cuba,0,2.457201,2788.995,0,29.30842,,123.8264,75.42095
44,4,Cuba,21,7.83875,2283.623,0,32.62542,,131.8653,75.68807
44,5,Cuba,35,2.775167,2307.162,0,32.75681,,138.5281,75.95539
44,6,Cuba,34,0.1616432,2333.796,0,32.50417,,147.3627,76.20695
44,7,Cuba,29,6.190785,2564.99,0,31.86861,,169.43,76.43974
44,8,Cuba,441,5.915495,2756.946,1,31.07558,,184.1857,76.66064
44,9,Cuba,475,3.185041,2850.751,1,29.36245,,180.3724,76.883
44,10,Cuba,509,1.425504,3015.615,1,24.72931,,192.0036,77.12268
44,11,Cuba,496,3.793396,3216.535,1,26.58721,,202.0621,77.38712
44,12,Cuba,515,5.77016,3417.166,1,31.31109,,207.0332,77.67329
44,13,Cuba,532,11.19982,3809.78,1,39.3623,,354.9211,77.96722
44,14,Cuba,546,12.06758,4708.7,1,37.18752,,361.5711,78.25053
44,15,Cuba,619,7.260635,5230.41,1,37.96767,,590.1184,78.50636
44,16,Cuba,445,4.309423,5596.277,1,38.1725,,671.5018,78.72134
44,17,Cuba,425,,,1,,,707.3967,78.89349
44,18,Cuba,218,,,1
45,1,Cyprus,24,0.7,10523.66,0,95.41637,4.854167,,77.001
45,2,Cyprus,23,5.9,11621.84,0,95.77615,4.698589,,77.18283
45,3,Cyprus,26,6.1,14217.57,0,100.1037,2.615818,700.5331,77.37866
45,4,Cyprus,29,1.848837,14138.65,0,104.4416,2.978925,749.3157,77.58871
45,5,Cyprus,33,2.348517,13272.19,0,105.3996,3.605345,711.7123,77.80961
45,6,Cyprus,36,5.043261,14072.3,0,100.5282,2.227707,760.1612,78.03544
45,7,Cyprus,38,4.846823,14243.09,0,101.7579,1.63,776.8036,78.26271
45,8,Cyprus,488,5.042803,13424.19,1,109.8713,4.141658,740.2101,78.4828
45,9,Cyprus,520,3.985409,13795.89,1,109.9021,1.977056,771.8707,78.69009
45,10,Cyprus,500,2.10345,14863.88,1,103.065,2.801155,879.8978,78.87936
45,11,Cyprus,477,1.906406,18435.19,1,95.17382,4.139065,1222.141,79.04944
45,12,Cyprus,454,4.199902,21388.92,1,98.02155,2.286217,1324.39,79.1993
45,13,Cyprus,442,3.948121,22427.78,1,99.20613,2.558452,1392.173,79.3299
45,14,Cyprus,472,4.142769,23848.33,1,99.76019,2.495875,1454.516,79.44681
45,15,Cyprus,428,4.445134,27852.79,1,102.1311,2.372493,1662.884,79.55515
45,16,Cyprus,493,3.569774,31991.89,1,103.6835,4.669171,1908.667,79.66149
45,17,Cyprus,376,-1.023255,31280.02,1,,0.37408,,79.76891
45,18,Cyprus,471,,,1
46,1,Czech Republic,,0.0627697,3327.914,0,110.1367,,,72.76781
46,2,Czech Republic,,2.219086,3975.454,0,103.6412,9.963985,,72.97268
46,3,Czech Republic,41,5.945075,5348.664,0,105.8051,9.170305,374.784,73.07487
46,4,Czech Republic,53,4.02744,6011.691,0,103.6963,8.8,403.6563,73.71464
46,5,Czech Republic,61,-0.7308547,5544.866,0,109.3684,8.547794,369.5607,73.82487
46,6,Czech Republic,64,-0.758996,6007.507,0,109.5373,10.62659,398.3544,74.51463
46,7,Czech Republic,63,1.339505,5853.558,0,112.079,2.143131,383.9985,74.66829
46,8,Czech Republic,774,3.647897,5521.189,1,129.7689,3.904084,361.6126,74.96829
46,9,Czech Republic,742,2.456366,6048.741,1,133.2034,4.702149,405.0222,75.17317
46,10,Czech Republic,689,1.896838,7376.498,1,122.5262,1.79088,522.4438,75.22195
46,11,Czech Republic,687,3.602294,8950.18,1,125.8438,0.1015022,665.5122,75.17073
46,12,Czech Republic,743,4.484635,10720.9,1,140.2299,2.832421,769.8457,75.72195
46,13,Czech Republic,777,6.316355,12167.9,1,141.2458,1.847226,879.689,75.92439
46,14,Czech Republic,796,6.807848,13887.3,1,149.4101,2.536629,965.2568,76.52439
46,15,Czech Republic,1190,6.131017,16858.16,1,155.1371,2.914516,1134.13,76.72439
46,16,Czech Republic,1290,2.463661,20728.86,1,149.633,6.355129,1468.646,76.97561
46,17,Czech Republic,1007,-4.148954,18132.02,1,133.317,1.040948,1383.651,77.07805
46,18,Czech Republic,828,2.318458,18239.49,1
47,1,Denmark,57,-0.0896134,27100.91,0,68.03838,1.250985,,75.11683
47,2,Denmark,56,5.52541,29508.78,0,70.1364,1.994357,,75.37512
47,3,Denmark,54,3.065223,34809.41,0,71.07622,2.098436,2817.17,75.21268
47,4,Denmark,56,2.834566,35050.52,0,70.85568,2.11136,2870.371,75.59146
47,5,Denmark,60,3.198508,32253.66,0,73.89629,2.195791,2625.474,75.94512
47,6,Denmark,59,2.160391,32758.59,0,74.32117,1.853178,2720.404,76.13902
47,7,Denmark,55,2.560441,32701.84,0,76.36445,2.478685,2763.043,76.34146
47,8,Denmark,697,3.528715,29992.94,1,87.0661,2.924779,2474.108,76.59268
47,9,Denmark,625,0.7048882,29967.08,1,87.83171,2.35,2560.613,76.79269
47,10,Denmark,672,0.4658177,32354.41,1,88.61901,2.426315,2831.372,76.89512
47,11,Denmark,707,0.383759,39468.16,1,84.43552,2.09062,3661.821,77.14391
47,12,Denmark,715,2.296491,45310.12,1,85.84048,1.160165,4274.686,77.49268
47,13,Denmark,711,2.44518,47576.92,1,93.07248,1.808805,4503.58,77.8439
47,14,Denmark,733,3.39471,50462.23,1,100.9615,1.890073,4835.183,78.09512
47,15,Denmark,865,1.583304,57021.17,1,102.3818,1.714031,5531.702,78.19512
47,16,Denmark,797,-1.121373,62157,1,107.2148,3.399475,6133.362,78.44634
47,17,Denmark,716,-5.209643,55870.89,1,91.73172,1.326372,6272.729,78.59756
47,18,Denmark,820,2.086967,55777.84,1
48,1,Djibouti,,-6.620881,775.5106,0,108.1911,,,51.82246
48,2,Djibouti,,-0.9373425,805.3548,0,97.959,,,52.16561
48,3,Djibouti,0,-3.488261,797.8929,0,90.36244,,32.13302,52.49532
48,4,Djibouti,0,-4.115499,769.8134,0,88.90369,,30.80158,52.79166
48,5,Djibouti,0,-0.7458722,758.0485,0,89.15667,,34.14177,53.04417
48,6,Djibouti,0,0.0993786,749.2172,0,93.89887,,39.58025,53.24986
48,7,Djibouti,0,2.179006,755.9581,0,85.67197,,47.05374,53.41273
48,8,Djibouti,21,0.416214,755.5651,1,85.43842,,43.8803,53.54524
48,9,Djibouti,80,2.047764,766.032,1,83.06744,1.746652,41.55371,53.66837
48,10,Djibouti,68,2.618562,774.8579,1,82.32085,0.6376196,42.57935,53.80302
48,11,Djibouti,63,3.199959,800.4991,1,88.98204,1.981967,48.89245,53.96915
48,12,Djibouti,54,3.826476,842.2294,1,91.13994,3.122262,45.58066,54.17573
48,13,Djibouti,,3.169601,880.6168,1,91.55366,3.104966,59.90814,54.42722
48,14,Djibouti,46,4.799865,938.2218,1,97.21761,3.483407,60.52615,54.72112
48,15,Djibouti,0,5.100061,1016.335,1,134.2378,4.965977,70.68496,55.04546
48,16,Djibouti,64,5.799963,1156.95,1,,11.95862,80.0482,55.38924
48,17,Djibouti,41,4.999503,1213.9,1,,1.675496,84.45174,55.74749
48,18,Djibouti,27,,,1
49,1,Dominica,,1.680949,2780.04,0,109.5763,1.569026
49,2,Dominica,,1.431317,2974.202,0,111.8541,0.0151367
49,3,Dominica,,1.974718,3069,0,114.2222,1.317537,192.8028,75.15122
49,4,Dominica,5,2.641785,3275.625,0,112.7115,1.677165,206.2482
49,5,Dominica,11,1.490821,3411.642,0,126.1283,2.436297,219.9888,75.95122
49,6,Dominica,15,4.978084,3599.102,0,125.2855,0.9991475,222.6513
49,7,Dominica,17,0.6832973,3743.055,0,126.0202,1.179478,232.9442
49,8,Dominica,175,0.6763195,3801.793,1,120.8072,0.8569468,236.6949,76.33903
49,9,Dominica,222,-3.750628,3744.451,1,107.463,1.303894,241.4665
49,10,Dominica,204,-4.010824,3585.525,1,109.2587,0.1700553,243.4816,76.59756
49,11,Dominica,159,2.184857,3690.814,1,104.529,1.453368,248.2331
49,12,Dominica,117,6.280422,3990.689,1,106.2551,2.39411,253.0085
49,13,Dominica,218,3.37462,4156.327,1,108.2699,1.681901,266.7692
49,14,Dominica,171,6.250897,4360.198,1,107.8695,2.592821,284.8832
49,15,Dominica,31,4.856762,4730.738,1,108.4127,3.237836,315.0817
49,16,Dominica,21,3.546705,5115.518,1,108.5139,6.334754,336.8298
49,17,Dominica,25,-0.9297698,5105.579,1,103.9017,0.05917,361.2919
49,18,Dominica,12,1.685526,5172.723,1
50,1,Dominican Republic,1,7.222621,1657.961,0,78.78735,5.250339,,69.00678
50,2,Dominican Republic,1,2.303257,1819.261,0,78.26808,8.260768,,69.34785
50,3,Dominican Republic,1,5.493629,2013.684,0,75.08636,12.53596,105.555,69.6531
50,4,Dominican Republic,5,7.131367,2192.986,0,73.35495,5.399294,109.5923,69.93346
50,5,Dominican Republic,16,8.004274,2329.785,0,76.41645,8.296568,129.3003,70.20234
50,6,Dominican Republic,13,7.010598,2476.126,0,79.37904,4.831666,139.1508,70.46915
50,7,Dominican Republic,12,6.715354,2498.222,0,79.89235,6.470542,146.2601,70.7368
50,8,Dominican Republic,165,5.656605,2717.681,1,82.91428,7.724136,170.0684,71.00424
50,9,Dominican Republic,207,1.809229,2775.236,1,74.72228,8.883068,169.3188,71.26441
50,10,Dominican Republic,204,5.788208,2916.255,1,72.81372,5.223368,173.3853,71.50986
50,11,Dominican Republic,232,-0.2533588,2298.739,1,86.49469,27.44971,128.9277,71.73359
50,12,Dominican Republic,182,1.311958,2346.379,1,83.88335,51.46086,122.54,71.93563
50,13,Dominican Republic,195,9.26275,3566.816,1,65.53467,4.190203,192.8093,72.11654
50,14,Dominican Republic,157,10.67115,3716.535,1,67.9663,7.572805,205.007,72.27832
50,15,Dominican Republic,157,8.474625,4209.903,1,66.65063,6.143567,224.4326,72.42854
50,16,Dominican Republic,83,5.25565,4571.479,1,64.7249,10.64462,261.3291,72.57076
50,17,Dominican Republic,40,3.454054,4618.102,1,52.50011,1.442151,270.6476,72.71102
50,18,Dominican Republic,26,7.751221,5043.954,1
51,1,Ecuador,35,0.2951953,1372.49,0,51.78002,45,,70.31364
51,2,Ecuador,34,4.702169,1659.678,0,50.98799,27.44253,,70.78161
51,3,Ecuador,32,1.753568,1771.378,0,53.98594,22.88613,72.76118,71.24261
51,4,Ecuador,36,2.40084,1833.357,0,50.47959,24.37309,80.68901,71.69759
51,5,Ecuador,46,4.053186,2004.893,0,51.3454,30.64298,88.29918,72.14354
51,6,Ecuador,54,2.112769,1943.077,0,49.84735,36.09843,83.3213,72.57544
51,7,Ecuador,41,-6.299453,1373.548,0,56.48315,52.24235,64.92325,72.98832
51,8,Ecuador,477,2.802891,1294.983,1,68.062,96.09412,53.7321,73.37325
51,9,Ecuador,542,5.336711,1704.112,1,57.88327,37.67802,78.75886,73.7198
51,10,Ecuador,613,4.246121,1972.4,1,55.82912,12.48402,97.3324,74.02402
51,11,Ecuador,634,3.575789,2241.823,1,53.50676,7.92941,109.6246,74.28446
51,12,Ecuador,615,8.000723,2526.613,1,57.08527,2.742181,129.8714,74.50361
51,13,Ecuador,616,6.003133,2846.846,1,62.66247,2.40777,146.9279,74.68895
51,14,Ecuador,651,5.855371,3158.743,1,66.95294,3.034874,166.4207,74.84795
51,15,Ecuador,822,2.039887,3410.6,1,69.35424,2.276301,185.1719,74.99305
51,16,Ecuador,581,7.23784,4020.977,1,75.54871,8.400266,215.8971,75.13464
51,17,Ecuador,697,0.3620173,3818.102,1,85.22862,5.159893,255.4998,75.27873
51,18,Ecuador,738,3.582238,4276.616,1
52,1,Egypt,44,2.900791,757.5171,0,55.92783,12.08979,,64.60442
52,2,Egypt,45,3.973172,828.1971,0,50.62857,8.154231,,65.19824
52,3,Egypt,48,4.642459,942.0829,0,50.2451,15.74223,36.39082,65.7919
52,4,Egypt,48,4.98873,1039.247,0,46.94856,7.187104,44.24909,66.36942
52,5,Egypt,49,5.491131,1182.827,0,43.73825,4.625606,56.684,66.91239
52,6,Egypt,53,4.036367,1255.359,0,41.92763,3.872576,63.58514,67.40788
52,7,Egypt,53,6.105461,1317.325,0,38.36151,3.079499,70.2252,67.84895
52,8,Egypt,556,5.368006,1422.733,1,39.01794,2.683805,75.78396,68.23363
52,9,Egypt,599,3.535226,1365.132,1,39.81042,2.269757,72.98863,68.56193
52,10,Egypt,602,2.370489,1205.184,1,40.98707,2.737239,70.86307,68.84634
52,11,Egypt,592,3.193518,1116.121,1,46.17964,4.507776,55.88827,69.09934
52,12,Egypt,634,4.092072,1041.296,1,57.8199,11.27062,56.61301,69.32793
52,13,Egypt,644,4.471745,1162.419,1,62.95265,4.869397,63.38807,69.54108
52,14,Egypt,665,6.843838,1367.445,1,61.51854,7.644526,72.33764,69.74427
52,15,Egypt,918,7.087827,1629.678,1,65.08033,9.318969,81.33516,69.942
52,16,Egypt,733,7.156283,1997.326,1,71.67262,18.31683,97.26385,70.13824
52,17,Egypt,974,7.156283,2276.933,1,56.91379,11.7635,113.2972,70.33749
52,18,Egypt,832,5.18,2591.464,1
53,1,El Salvador,28,7.369835,1243.726,0,53.46311,18.50669,,68.17561
53,2,El Salvador,28,6.050231,1429.018,0,55.17353,10.58581,,68.59771
53,3,El Salvador,23,6.395236,1658.507,0,59.39542,10.02966,105.7898,68.88892
53,4,El Salvador,26,1.706209,1782.311,0,55.00726,9.78892,135.0615,69.08447
53,5,El Salvador,35,4.245987,1907.456,0,63.44594,4.490136,155.3242,69.22715
53,6,El Salvador,39,3.749451,2042.65,0,61.87316,2.54706,168.4855,69.35778
53,7,El Salvador,33,3.448869,2107.595,0,62.21789,0.5148271,167.9698,69.49949
53,8,El Salvador,396,2.15288,2209.158,1,69.83399,2.271288,176.3909,69.66688
53,9,El Salvador,460,1.709243,2312.708,1,67.46523,3.750821,180.8276,69.85947
53,10,El Salvador,468,2.340188,2386.103,1,67.44392,1.865525,183.0602,70.06212
53,11,El Salvador,427,2.300038,2500.793,1,70.04194,2.120391,182.8721,70.2638
53,12,El Salvador,461,1.850536,2616.828,1,72.91291,4.451944,189.2767,70.46349
53,13,El Salvador,446,3.085324,2817.525,1,71.71738,4.690948,201.5159,70.66317
53,14,El Salvador,357,4.184235,3067.167,1,74.0404,4.037124,203.0023,70.86232
53,15,El Salvador,91,4.606703,3336.744,1,72.3017,4.578086,207.475,71.06093
53,16,El Salvador,188,2.433496,3604.031,1,73.64748,6.707923,216.9253,71.26051
53,17,El Salvador,315,-3.540652,3423.711,1,60.01043,1.05595,228.5719,71.46005
53,18,El Salvador,413,0.9565527,3518.773,1
54,1,Equatorial Guinea,0,6.296214,360.5985,0,39.65141,5.452285,,47.79305
54,2,Equatorial Guinea,0,5.115623,287.8024,0,161.016,31.84102,,48.074
54,3,Equatorial Guinea,0,14.26259,362.7982,0,159.4184,19.87243,19.01027,48.30453
54,4,Equatorial Guinea,,29.14185,554.6389,0,237.9944,4.540728,27.99559,48.47471
54,5,Equatorial Guinea,,71.18799,1031.876,0,224.1884,3.016505,39.93818,48.58802
54,6,Equatorial Guinea,,21.9109,915.7099,0,275.2324,7.935711,43.72829,48.65651
54,7,Equatorial Guinea,0,41.44645,1698.964,0,,0.3722662,39.15674,48.69217
54,8,Equatorial Guinea,48,13.48241,2371.461,1,183.912,4.802289,42.40527,48.71451
54,9,Equatorial Guinea,90,61.89738,3187.897,1,193.4422,8.825389,61.4138,48.744
54,10,Equatorial Guinea,78,19.46283,3830.751,1,151.9612,7.592478,144.0468,48.8001
54,11,Equatorial Guinea,82,13.95525,5122.585,1,173.2742,7.323544,124.1032,48.89924
54,12,Equatorial Guinea,227,37.99873,8845.812,1,145.1195,4.219688,188.3148,49.05236
54,13,Equatorial Guinea,193,9.748728,13497.38,1,131.0256,5.631633,229.0636,49.26641
54,14,Equatorial Guinea,169,1.259747,15355.42,1,119.8572,4.4159,272.5186,49.5428
54,15,Equatorial Guinea,262,21.44248,19580.72,1,112.1806,2.803738,348.2244,49.868
54,16,Equatorial Guinea,387,10.67727,27948.24,1,110.3965,6.551767,544.9583,50.22749
54,17,Equatorial Guinea,257,5.325542,18072.88,1,115.627,,709.4071,50.61476
54,18,Equatorial Guinea,152,0.94526,20200.19,1
55,1,Eritrea,,13.45476,147.2837,0,102.06,,,50.50495
55,2,Eritrea,,21.22141,167.1518,0,110.8818,,,51.35724
55,3,Eritrea,,2.858379,180.2858,0,105.3226,,8.450407,52.20554
55,4,Eritrea,,9.25884,213.0303,0,116.6175,,7.777514,53.02888
55,5,Eritrea,,7.908684,206.3538,0,115.4148,,9.123187,53.81081
55,6,Eritrea,,1.772583,218.0474,0,94.92757,,9.360795,54.53885
55,7,Eritrea,1,0.0134807,195.1563,0,96.25924,,9.1087,55.20654
55,8,Eritrea,118,-13.12037,173.2414,1,96.88115,,9.113892,55.80988
55,9,Eritrea,196,8.87746,180.8551,1,78.85121,,9.190925,56.35388
55,10,Eritrea,169,3.005429,170.4387,1,82.69503,,7.483429,56.85349
55,11,Eritrea,205,-2.655515,210.487,1,83.54038,,7.723089,57.32371
55,12,Eritrea,250,1.456704,257.5266,1,77.48257,,8.202838,57.77298
55,13,Eritrea,206,2.565807,245.5541,1,57.29816,,7.859581,58.20729
55,14,Eritrea,182,-0.9591705,261.5417,1,42.78843,,8.438313,58.63112
55,15,Eritrea,146,1.426515,275.6614,1,40.73918,,9.073857,59.04544
55,16,Eritrea,203,-9.793549,280.1293,1,25.50902,,9.601743,59.45222
55,17,Eritrea,108,3.876413,365.9794,1,24.74845,,10.12132,59.85295
55,18,Eritrea,92,2.20325,405.247,1
56,1,Estonia,11,-5.740494,2583.437,0,137.2826,89.81195,,67.96098
56,2,Estonia,11,-1.642424,2710.139,0,153.9261,47.65469,,66.95366
56,3,Estonia,11,4.97624,3029.264,0,143.7725,28.77661,167.5035,67.84634
56,4,Estonia,11,4.976517,3339.468,0,134.8045,23.05034,221.0285,69.84073
56,5,Estonia,26,10.80161,3608.359,0,154.322,10.58188,224.3745,70.18732
56,6,Estonia,30,5.358001,4038.5,0,159.1497,8.208333,225.4061,69.35854
56,7,Estonia,33,-0.1361149,4147.476,0,145.7898,3.296111,243.7692,70.06342
56,8,Estonia,460,9.557781,4144.381,1,172.795,4.025945,219.6808,70.41708
56,9,Estonia,499,8.512844,4574.513,1,162.1301,5.739267,222.6144,70.25854
56,10,Estonia,477,7.942482,5391.032,1,149.2192,3.571283,261.8995,70.90488
56,11,Estonia,525,7.563701,7273.885,1,145.8703,1.338289,363.7758,71.31707
56,12,Estonia,524,7.223007,8918.7,1,153.2041,3.048072,445.678,71.90976
56,13,Estonia,525,9.434109,10328.57,1,161.9354,4.08969,516.4304,72.56829
56,14,Estonia,543,10.56173,12358.95,1,172.0831,4.429915,627.9033,72.69146
56,15,Estonia,279,6.919528,15938.26,1,156.8413,6.597639,847.465,72.81464
56,16,Estonia,231,-5.063519,17541.3,1,155.4488,10.3656,1073.903,73.77073
56,17,Estonia,260,-13.89888,14238.1,1,135.8332,-0.0842865,1004.425,74.82439
56,18,Estonia,308,1.781394,13933.67,1
57,1,Ethiopia,14,13.14284,163.9403,0,20.1841,3.543066,,48.26095
57,2,Ethiopia,14,3.190202,124.4825,0,21.22213,7.593876,,48.70612
57,3,Ethiopia,12,6.127508,133.4729,0,25.41511,10.02217,5.278816,49.1558
57,4,Ethiopia,18,12.42592,144.5015,0,25.54262,-5.069363,5.284774,49.60707
57,5,Ethiopia,23,3.134063,147.1942,0,29.232,2.39521,5.657401,50.05444
57,6,Ethiopia,20,-3.458195,129.9652,0,33.37795,2.582846,5.653327,50.49746
57,7,Ethiopia,14,5.162405,122.7049,0,35.76612,7.941449,5.16619,50.93663
57,8,Ethiopia,188,6.072859,124.8505,1,36.00442,0.6624581,5.322814,51.37644
57,9,Ethiopia,282,8.301433,121.4257,1,35.72457,-8.237844,5.657278,51.82336
57,10,Ethiopia,228,1.514717,112.7962,1,39.20873,1.653729,5.30183,52.28285
57,11,Ethiopia,300,-2.161083,120.7125,1,40.73144,17.76228,5.915487,52.75586
57,12,Ethiopia,351,13.57236,138.2061,1,46.48114,3.256273,5.974102,53.24134
57,13,Ethiopia,286,11.81884,164.8333,1,50.57914,11.61092,6.765285,53.73476
57,14,Ethiopia,399,10.83463,197.8982,1,50.46853,12.31,8.261195,54.22958
57,15,Ethiopia,356,11.45602,248.6164,1,44.75452,17.238,11.66364,54.71834
57,16,Ethiopia,366,10.78855,330.0871,1,42.18763,44.39128,13.82316,55.195
57,17,Ethiopia,348,8.791996,385.9023,1,39.40184,8.468336,14.68076,55.65607
57,18,Ethiopia,204,10.13694,349.7122,1
58,1,Faroe Islands,10,,,0
58,2,Faroe Islands,9,,,0
58,3,Faroe Islands,8,,,0
58,4,Faroe Islands,14,,,0
58,5,Faroe Islands,14,,,0
58,6,Faroe Islands,23,,24844.99,0
58,7,Faroe Islands,22,,24980.52,0
58,8,Faroe Islands,331,,23221.31,1
58,9,Faroe Islands,335,,24808.54,1
58,10,Faroe Islands,374,,26808.82,1
58,11,Faroe Islands,383,,31026.06,1
58,12,Faroe Islands,367,,34896.09,1
58,13,Faroe Islands,367,,35870.86,1
58,14,Faroe Islands,325,,40833.09,1,,,,78.84146
58,15,Faroe Islands,31,,47090.32,1,,,,79.58292
58,16,Faroe Islands,12,,49737.52,1
58,17,Faroe Islands,42,,45188.2,1
58,18,Faroe Islands,222,,,1
59,1,Fiji,11,2.130032,2184.421,0,111.8263,5.206589,,66.70327
59,2,Fiji,11,5.1,2405.543,0,115.8734,0.8166667,,66.68071
59,3,Fiji,11,2.5,2565.771,0,118.1385,2.165647,81.48475,66.69461
59,4,Fiji,9,4.8,2744.077,0,121.6934,3.050162,95.80882,66.75295
59,5,Fiji,6,-2.2,2673.79,0,119.48,3.36814,99.98666,66.84924
59,6,Fiji,12,1.3,2098.046,0,119.1087,5.711681,70.35481,66.97651
59,7,Fiji,22,8.8,2440.563,0,122.4427,1.968674,77.97379,67.13322
59,8,Fiji,227,-1.7,2100.723,1,135.4219,1.092165,84.58762,67.31339
59,9,Fiji,251,2,2056.29,1,129.3992,4.27267,69.7393,67.51054
59,10,Fiji,349,3.2,2267.487,1,125.4088,0.7620321,81.20354,67.71668
59,11,Fiji,290,1,2831.941,1,128.1138,4.172748,99.36922,67.92283
59,12,Fiji,286,5.3,3314.567,1,124.2307,2.827485,127.1636,68.12447
59,13,Fiji,354,0.7,3631.109,1,118.0106,2.365765,129.7052,68.31863
59,14,Fiji,317,1.9,3723.735,1,119.4032,2.490836,127.478,68.50483
59,15,Fiji,107,-0.9,4029.889,1,111.9484,4.803707,151.3063,68.68652
59,16,Fiji,208,0.2,4223.945,1,128.6642,7.732278,153.7362,68.86573
59,17,Fiji,333,-3,3326.389,1,108.8153,3.68584,130.41,69.04346
59,18,Fiji,167,0.1146923,3523.536,1
60,1,Finland,36,-0.8018984,17237.03,0,59.09811,2.101072,,75.70512
60,2,Finland,37,3.615029,19760.5,0,63.93489,1.085913,,76.39561
60,3,Finland,38,3.963578,25587.29,0,65.51685,0.9852217,2022.348,76.40952
60,4,Finland,38,3.584658,25019.1,0,67.49811,0.6166153,2018.303,76.69341
60,5,Finland,33,6.204144,23913.06,0,70.1627,1.195031,1837.648,76.87854
60,6,Finland,42,5.01862,25164.11,0,69.12173,1.399131,1853.253,77.09073
60,7,Finland,43,3.902237,25209.31,0,68.58012,1.159265,1864.051,77.29122
60,8,Finland,508,5.342477,23514.46,1,78.06374,3.367667,1691.668,77.46585
60,9,Finland,529,2.285974,24009.65,1,73.69431,2.566239,1774.467,77.96585
60,10,Finland,588,1.821209,25974.85,1,71.87354,1.562145,2027.324,78.11951
60,11,Finland,580,2.000858,31484.09,1,70.63528,0.8774385,2555.563,78.36829
60,12,Finland,610,4.112751,36134.83,1,73.25761,0.1871234,2954.01,78.71464
